    1,doctor1                                          ,Speci2             ,   1001.00,9000000001    ,  2,Qualification2                                   ,D
 9587,doctor9587                                       ,Speci8             ,   1007.00,9000009587    ,  8,Qualification8                                   ,D
 9588,doctor9588                                       ,Speci9             ,   1008.00,9000009588    ,  9,Qualification9                                   ,A
 9589,doctor9589                                       ,Speci10            ,   1009.00,9000009589    , 10,Qualification10                                  ,D
 9590,doctor9590                                       ,Speci1             ,   1000.00,9000009590    ,  1,Qualification1                                   ,A
 9591,doctor9591                                       ,Speci2             ,   1001.00,9000009591    ,  2,Qualification2                                   ,D
 9592,doctor9592                                       ,Speci3             ,   1002.00,9000009592    ,  3,Qualification3                                   ,A
 9593,doctor9593                                       ,Speci4             ,   1003.00,9000009593    ,  4,Qualification4                                   ,D
 9594,doctor9594                                       ,Speci5             ,   1004.00,9000009594    ,  5,Qualification5                                   ,A
 9595,doctor9595                                       ,Speci6             ,   1005.00,9000009595    ,  6,Qualification6                                   ,D
 9596,doctor9596                                       ,Speci7             ,   1006.00,9000009596    ,  7,Qualification7                                   ,A
 9597,doctor9597                                       ,Speci8             ,   1007.00,9000009597    ,  8,Qualification8                                   ,D
 9598,doctor9598                                       ,Speci9             ,   1008.00,9000009598    ,  9,Qualification9                                   ,A
 9599,doctor9599                                       ,Speci10            ,   1009.00,9000009599    , 10,Qualification10                                  ,D
 9600,doctor9600                                       ,Speci1             ,   1000.00,9000009600    ,  1,Qualification1                                   ,A
 9601,doctor9601                                       ,Speci2             ,   1001.00,9000009601    ,  2,Qualification2                                   ,D
 9602,doctor9602                                       ,Speci3             ,   1002.00,9000009602    ,  3,Qualification3                                   ,A
 9603,doctor9603                                       ,Speci4             ,   1003.00,9000009603    ,  4,Qualification4                                   ,D
 9604,doctor9604                                       ,Speci5             ,   1004.00,9000009604    ,  5,Qualification5                                   ,A
 9605,doctor9605                                       ,Speci6             ,   1005.00,9000009605    ,  6,Qualification6                                   ,D
 9606,doctor9606                                       ,Speci7             ,   1006.00,9000009606    ,  7,Qualification7                                   ,A
 9607,doctor9607                                       ,Speci8             ,   1007.00,9000009607    ,  8,Qualification8                                   ,D
 9608,doctor9608                                       ,Speci9             ,   1008.00,9000009608    ,  9,Qualification9                                   ,A
 9609,doctor9609                                       ,Speci10            ,   1009.00,9000009609    , 10,Qualification10                                  ,D
 9610,doctor9610                                       ,Speci1             ,   1000.00,9000009610    ,  1,Qualification1                                   ,A
 9611,doctor9611                                       ,Speci2             ,   1001.00,9000009611    ,  2,Qualification2                                   ,D
 9612,doctor9612                                       ,Speci3             ,   1002.00,9000009612    ,  3,Qualification3                                   ,A
 9613,doctor9613                                       ,Speci4             ,   1003.00,9000009613    ,  4,Qualification4                                   ,D
 9614,doctor9614                                       ,Speci5             ,   1004.00,9000009614    ,  5,Qualification5                                   ,A
 9615,doctor9615                                       ,Speci6             ,   1005.00,9000009615    ,  6,Qualification6                                   ,D
 9616,doctor9616                                       ,Speci7             ,   1006.00,9000009616    ,  7,Qualification7                                   ,A
 9617,doctor9617                                       ,Speci8             ,   1007.00,9000009617    ,  8,Qualification8                                   ,D
 9618,doctor9618                                       ,Speci9             ,   1008.00,9000009618    ,  9,Qualification9                                   ,A
 9619,doctor9619                                       ,Speci10            ,   1009.00,9000009619    , 10,Qualification10                                  ,D
 9620,doctor9620                                       ,Speci1             ,   1000.00,9000009620    ,  1,Qualification1                                   ,A
 9621,doctor9621                                       ,Speci2             ,   1001.00,9000009621    ,  2,Qualification2                                   ,D
 9622,doctor9622                                       ,Speci3             ,   1002.00,9000009622    ,  3,Qualification3                                   ,A
 9623,doctor9623                                       ,Speci4             ,   1003.00,9000009623    ,  4,Qualification4                                   ,D
 9624,doctor9624                                       ,Speci5             ,   1004.00,9000009624    ,  5,Qualification5                                   ,A
 9625,doctor9625                                       ,Speci6             ,   1005.00,9000009625    ,  6,Qualification6                                   ,D
 9626,doctor9626                                       ,Speci7             ,   1006.00,9000009626    ,  7,Qualification7                                   ,A
 9627,doctor9627                                       ,Speci8             ,   1007.00,9000009627    ,  8,Qualification8                                   ,D
 9628,doctor9628                                       ,Speci9             ,   1008.00,9000009628    ,  9,Qualification9                                   ,A
 9629,doctor9629                                       ,Speci10            ,   1009.00,9000009629    , 10,Qualification10                                  ,D
 9630,doctor9630                                       ,Speci1             ,   1000.00,9000009630    ,  1,Qualification1                                   ,A
 9631,doctor9631                                       ,Speci2             ,   1001.00,9000009631    ,  2,Qualification2                                   ,D
 9632,doctor9632                                       ,Speci3             ,   1002.00,9000009632    ,  3,Qualification3                                   ,A
 9633,doctor9633                                       ,Speci4             ,   1003.00,9000009633    ,  4,Qualification4                                   ,D
 9634,doctor9634                                       ,Speci5             ,   1004.00,9000009634    ,  5,Qualification5                                   ,A
 9635,doctor9635                                       ,Speci6             ,   1005.00,9000009635    ,  6,Qualification6                                   ,D
 9636,doctor9636                                       ,Speci7             ,   1006.00,9000009636    ,  7,Qualification7                                   ,A
 9637,doctor9637                                       ,Speci8             ,   1007.00,9000009637    ,  8,Qualification8                                   ,D
 9638,doctor9638                                       ,Speci9             ,   1008.00,9000009638    ,  9,Qualification9                                   ,A
 9639,doctor9639                                       ,Speci10            ,   1009.00,9000009639    , 10,Qualification10                                  ,D
 9640,doctor9640                                       ,Speci1             ,   1000.00,9000009640    ,  1,Qualification1                                   ,A
 9641,doctor9641                                       ,Speci2             ,   1001.00,9000009641    ,  2,Qualification2                                   ,D
 9642,doctor9642                                       ,Speci3             ,   1002.00,9000009642    ,  3,Qualification3                                   ,A
 9643,doctor9643                                       ,Speci4             ,   1003.00,9000009643    ,  4,Qualification4                                   ,D
 9644,doctor9644                                       ,Speci5             ,   1004.00,9000009644    ,  5,Qualification5                                   ,A
 9645,doctor9645                                       ,Speci6             ,   1005.00,9000009645    ,  6,Qualification6                                   ,D
 9646,doctor9646                                       ,Speci7             ,   1006.00,9000009646    ,  7,Qualification7                                   ,A
 9647,doctor9647                                       ,Speci8             ,   1007.00,9000009647    ,  8,Qualification8                                   ,D
 9648,doctor9648                                       ,Speci9             ,   1008.00,9000009648    ,  9,Qualification9                                   ,A
 9649,doctor9649                                       ,Speci10            ,   1009.00,9000009649    , 10,Qualification10                                  ,D
 9650,doctor9650                                       ,Speci1             ,   1000.00,9000009650    ,  1,Qualification1                                   ,A
 9651,doctor9651                                       ,Speci2             ,   1001.00,9000009651    ,  2,Qualification2                                   ,D
 9652,doctor9652                                       ,Speci3             ,   1002.00,9000009652    ,  3,Qualification3                                   ,A
 9653,doctor9653                                       ,Speci4             ,   1003.00,9000009653    ,  4,Qualification4                                   ,D
 9654,doctor9654                                       ,Speci5             ,   1004.00,9000009654    ,  5,Qualification5                                   ,A
 9655,doctor9655                                       ,Speci6             ,   1005.00,9000009655    ,  6,Qualification6                                   ,D
 9656,doctor9656                                       ,Speci7             ,   1006.00,9000009656    ,  7,Qualification7                                   ,A
 9657,doctor9657                                       ,Speci8             ,   1007.00,9000009657    ,  8,Qualification8                                   ,D
 9658,doctor9658                                       ,Speci9             ,   1008.00,9000009658    ,  9,Qualification9                                   ,A
 9659,doctor9659                                       ,Speci10            ,   1009.00,9000009659    , 10,Qualification10                                  ,D
 9660,doctor9660                                       ,Speci1             ,   1000.00,9000009660    ,  1,Qualification1                                   ,A
 9661,doctor9661                                       ,Speci2             ,   1001.00,9000009661    ,  2,Qualification2                                   ,D
 9662,doctor9662                                       ,Speci3             ,   1002.00,9000009662    ,  3,Qualification3                                   ,A
 9663,doctor9663                                       ,Speci4             ,   1003.00,9000009663    ,  4,Qualification4                                   ,D
 9664,doctor9664                                       ,Speci5             ,   1004.00,9000009664    ,  5,Qualification5                                   ,A
 9665,doctor9665                                       ,Speci6             ,   1005.00,9000009665    ,  6,Qualification6                                   ,D
 9666,doctor9666                                       ,Speci7             ,   1006.00,9000009666    ,  7,Qualification7                                   ,A
 9667,doctor9667                                       ,Speci8             ,   1007.00,9000009667    ,  8,Qualification8                                   ,D
 9668,doctor9668                                       ,Speci9             ,   1008.00,9000009668    ,  9,Qualification9                                   ,A
 9669,doctor9669                                       ,Speci10            ,   1009.00,9000009669    , 10,Qualification10                                  ,D
 9670,doctor9670                                       ,Speci1             ,   1000.00,9000009670    ,  1,Qualification1                                   ,A
 9671,doctor9671                                       ,Speci2             ,   1001.00,9000009671    ,  2,Qualification2                                   ,D
 9672,doctor9672                                       ,Speci3             ,   1002.00,9000009672    ,  3,Qualification3                                   ,A
 9673,doctor9673                                       ,Speci4             ,   1003.00,9000009673    ,  4,Qualification4                                   ,D
 9674,doctor9674                                       ,Speci5             ,   1004.00,9000009674    ,  5,Qualification5                                   ,A
 9675,doctor9675                                       ,Speci6             ,   1005.00,9000009675    ,  6,Qualification6                                   ,D
 9676,doctor9676                                       ,Speci7             ,   1006.00,9000009676    ,  7,Qualification7                                   ,A
 9677,doctor9677                                       ,Speci8             ,   1007.00,9000009677    ,  8,Qualification8                                   ,D
 9678,doctor9678                                       ,Speci9             ,   1008.00,9000009678    ,  9,Qualification9                                   ,A
 9679,doctor9679                                       ,Speci10            ,   1009.00,9000009679    , 10,Qualification10                                  ,D
 9680,doctor9680                                       ,Speci1             ,   1000.00,9000009680    ,  1,Qualification1                                   ,A
 9681,doctor9681                                       ,Speci2             ,   1001.00,9000009681    ,  2,Qualification2                                   ,D
 9682,doctor9682                                       ,Speci3             ,   1002.00,9000009682    ,  3,Qualification3                                   ,A
 9683,doctor9683                                       ,Speci4             ,   1003.00,9000009683    ,  4,Qualification4                                   ,D
 9684,doctor9684                                       ,Speci5             ,   1004.00,9000009684    ,  5,Qualification5                                   ,A
 9685,doctor9685                                       ,Speci6             ,   1005.00,9000009685    ,  6,Qualification6                                   ,D
 9686,doctor9686                                       ,Speci7             ,   1006.00,9000009686    ,  7,Qualification7                                   ,A
 9687,doctor9687                                       ,Speci8             ,   1007.00,9000009687    ,  8,Qualification8                                   ,D
 9688,doctor9688                                       ,Speci9             ,   1008.00,9000009688    ,  9,Qualification9                                   ,A
 9689,doctor9689                                       ,Speci10            ,   1009.00,9000009689    , 10,Qualification10                                  ,D
 9690,doctor9690                                       ,Speci1             ,   1000.00,9000009690    ,  1,Qualification1                                   ,A
 9691,doctor9691                                       ,Speci2             ,   1001.00,9000009691    ,  2,Qualification2                                   ,D
 9692,doctor9692                                       ,Speci3             ,   1002.00,9000009692    ,  3,Qualification3                                   ,A
 9693,doctor9693                                       ,Speci4             ,   1003.00,9000009693    ,  4,Qualification4                                   ,D
 9694,doctor9694                                       ,Speci5             ,   1004.00,9000009694    ,  5,Qualification5                                   ,A
 9695,doctor9695                                       ,Speci6             ,   1005.00,9000009695    ,  6,Qualification6                                   ,D
 9696,doctor9696                                       ,Speci7             ,   1006.00,9000009696    ,  7,Qualification7                                   ,A
 9697,doctor9697                                       ,Speci8             ,   1007.00,9000009697    ,  8,Qualification8                                   ,D
 9698,doctor9698                                       ,Speci9             ,   1008.00,9000009698    ,  9,Qualification9                                   ,A
 9699,doctor9699                                       ,Speci10            ,   1009.00,9000009699    , 10,Qualification10                                  ,D
 9700,doctor9700                                       ,Speci1             ,   1000.00,9000009700    ,  1,Qualification1                                   ,A
 9701,doctor9701                                       ,Speci2             ,   1001.00,9000009701    ,  2,Qualification2                                   ,D
 9702,doctor9702                                       ,Speci3             ,   1002.00,9000009702    ,  3,Qualification3                                   ,A
 9703,doctor9703                                       ,Speci4             ,   1003.00,9000009703    ,  4,Qualification4                                   ,D
 9704,doctor9704                                       ,Speci5             ,   1004.00,9000009704    ,  5,Qualification5                                   ,A
 9705,doctor9705                                       ,Speci6             ,   1005.00,9000009705    ,  6,Qualification6                                   ,D
 9706,doctor9706                                       ,Speci7             ,   1006.00,9000009706    ,  7,Qualification7                                   ,A
 9707,doctor9707                                       ,Speci8             ,   1007.00,9000009707    ,  8,Qualification8                                   ,D
 9708,doctor9708                                       ,Speci9             ,   1008.00,9000009708    ,  9,Qualification9                                   ,A
 9709,doctor9709                                       ,Speci10            ,   1009.00,9000009709    , 10,Qualification10                                  ,D
 9710,doctor9710                                       ,Speci1             ,   1000.00,9000009710    ,  1,Qualification1                                   ,A
 9711,doctor9711                                       ,Speci2             ,   1001.00,9000009711    ,  2,Qualification2                                   ,D
 9712,doctor9712                                       ,Speci3             ,   1002.00,9000009712    ,  3,Qualification3                                   ,A
 9713,doctor9713                                       ,Speci4             ,   1003.00,9000009713    ,  4,Qualification4                                   ,D
 9714,doctor9714                                       ,Speci5             ,   1004.00,9000009714    ,  5,Qualification5                                   ,A
 9715,doctor9715                                       ,Speci6             ,   1005.00,9000009715    ,  6,Qualification6                                   ,D
 9716,doctor9716                                       ,Speci7             ,   1006.00,9000009716    ,  7,Qualification7                                   ,A
 9717,doctor9717                                       ,Speci8             ,   1007.00,9000009717    ,  8,Qualification8                                   ,D
 9718,doctor9718                                       ,Speci9             ,   1008.00,9000009718    ,  9,Qualification9                                   ,A
 9719,doctor9719                                       ,Speci10            ,   1009.00,9000009719    , 10,Qualification10                                  ,D
 9720,doctor9720                                       ,Speci1             ,   1000.00,9000009720    ,  1,Qualification1                                   ,A
 9721,doctor9721                                       ,Speci2             ,   1001.00,9000009721    ,  2,Qualification2                                   ,D
 9722,doctor9722                                       ,Speci3             ,   1002.00,9000009722    ,  3,Qualification3                                   ,A
 9723,doctor9723                                       ,Speci4             ,   1003.00,9000009723    ,  4,Qualification4                                   ,D
 9724,doctor9724                                       ,Speci5             ,   1004.00,9000009724    ,  5,Qualification5                                   ,A
 9725,doctor9725                                       ,Speci6             ,   1005.00,9000009725    ,  6,Qualification6                                   ,D
 9726,doctor9726                                       ,Speci7             ,   1006.00,9000009726    ,  7,Qualification7                                   ,A
 9727,doctor9727                                       ,Speci8             ,   1007.00,9000009727    ,  8,Qualification8                                   ,D
 9728,doctor9728                                       ,Speci9             ,   1008.00,9000009728    ,  9,Qualification9                                   ,A
 9729,doctor9729                                       ,Speci10            ,   1009.00,9000009729    , 10,Qualification10                                  ,D
 9730,doctor9730                                       ,Speci1             ,   1000.00,9000009730    ,  1,Qualification1                                   ,A
 9731,doctor9731                                       ,Speci2             ,   1001.00,9000009731    ,  2,Qualification2                                   ,D
 9732,doctor9732                                       ,Speci3             ,   1002.00,9000009732    ,  3,Qualification3                                   ,A
 9733,doctor9733                                       ,Speci4             ,   1003.00,9000009733    ,  4,Qualification4                                   ,D
 9734,doctor9734                                       ,Speci5             ,   1004.00,9000009734    ,  5,Qualification5                                   ,A
 9735,doctor9735                                       ,Speci6             ,   1005.00,9000009735    ,  6,Qualification6                                   ,D
 9736,doctor9736                                       ,Speci7             ,   1006.00,9000009736    ,  7,Qualification7                                   ,A
 9737,doctor9737                                       ,Speci8             ,   1007.00,9000009737    ,  8,Qualification8                                   ,D
 9738,doctor9738                                       ,Speci9             ,   1008.00,9000009738    ,  9,Qualification9                                   ,A
 9739,doctor9739                                       ,Speci10            ,   1009.00,9000009739    , 10,Qualification10                                  ,D
 9740,doctor9740                                       ,Speci1             ,   1000.00,9000009740    ,  1,Qualification1                                   ,A
 9741,doctor9741                                       ,Speci2             ,   1001.00,9000009741    ,  2,Qualification2                                   ,D
 9742,doctor9742                                       ,Speci3             ,   1002.00,9000009742    ,  3,Qualification3                                   ,A
 9743,doctor9743                                       ,Speci4             ,   1003.00,9000009743    ,  4,Qualification4                                   ,D
 9744,doctor9744                                       ,Speci5             ,   1004.00,9000009744    ,  5,Qualification5                                   ,A
 9745,doctor9745                                       ,Speci6             ,   1005.00,9000009745    ,  6,Qualification6                                   ,D
 9746,doctor9746                                       ,Speci7             ,   1006.00,9000009746    ,  7,Qualification7                                   ,A
 9747,doctor9747                                       ,Speci8             ,   1007.00,9000009747    ,  8,Qualification8                                   ,D
 9748,doctor9748                                       ,Speci9             ,   1008.00,9000009748    ,  9,Qualification9                                   ,A
 9749,doctor9749                                       ,Speci10            ,   1009.00,9000009749    , 10,Qualification10                                  ,D
 9750,doctor9750                                       ,Speci1             ,   1000.00,9000009750    ,  1,Qualification1                                   ,A
 9751,doctor9751                                       ,Speci2             ,   1001.00,9000009751    ,  2,Qualification2                                   ,D
 9752,doctor9752                                       ,Speci3             ,   1002.00,9000009752    ,  3,Qualification3                                   ,A
 9753,doctor9753                                       ,Speci4             ,   1003.00,9000009753    ,  4,Qualification4                                   ,D
 9754,doctor9754                                       ,Speci5             ,   1004.00,9000009754    ,  5,Qualification5                                   ,A
 9755,doctor9755                                       ,Speci6             ,   1005.00,9000009755    ,  6,Qualification6                                   ,D
 9756,doctor9756                                       ,Speci7             ,   1006.00,9000009756    ,  7,Qualification7                                   ,A
 9757,doctor9757                                       ,Speci8             ,   1007.00,9000009757    ,  8,Qualification8                                   ,D
 9758,doctor9758                                       ,Speci9             ,   1008.00,9000009758    ,  9,Qualification9                                   ,A
 9759,doctor9759                                       ,Speci10            ,   1009.00,9000009759    , 10,Qualification10                                  ,D
 9760,doctor9760                                       ,Speci1             ,   1000.00,9000009760    ,  1,Qualification1                                   ,A
 9761,doctor9761                                       ,Speci2             ,   1001.00,9000009761    ,  2,Qualification2                                   ,D
 9762,doctor9762                                       ,Speci3             ,   1002.00,9000009762    ,  3,Qualification3                                   ,A
 9763,doctor9763                                       ,Speci4             ,   1003.00,9000009763    ,  4,Qualification4                                   ,D
 9764,doctor9764                                       ,Speci5             ,   1004.00,9000009764    ,  5,Qualification5                                   ,A
 9765,doctor9765                                       ,Speci6             ,   1005.00,9000009765    ,  6,Qualification6                                   ,D
 9766,doctor9766                                       ,Speci7             ,   1006.00,9000009766    ,  7,Qualification7                                   ,A
 9767,doctor9767                                       ,Speci8             ,   1007.00,9000009767    ,  8,Qualification8                                   ,D
 9768,doctor9768                                       ,Speci9             ,   1008.00,9000009768    ,  9,Qualification9                                   ,A
 9769,doctor9769                                       ,Speci10            ,   1009.00,9000009769    , 10,Qualification10                                  ,D
 9770,doctor9770                                       ,Speci1             ,   1000.00,9000009770    ,  1,Qualification1                                   ,A
 9771,doctor9771                                       ,Speci2             ,   1001.00,9000009771    ,  2,Qualification2                                   ,D
 9772,doctor9772                                       ,Speci3             ,   1002.00,9000009772    ,  3,Qualification3                                   ,A
 9773,doctor9773                                       ,Speci4             ,   1003.00,9000009773    ,  4,Qualification4                                   ,D
 9774,doctor9774                                       ,Speci5             ,   1004.00,9000009774    ,  5,Qualification5                                   ,A
 9775,doctor9775                                       ,Speci6             ,   1005.00,9000009775    ,  6,Qualification6                                   ,D
 9776,doctor9776                                       ,Speci7             ,   1006.00,9000009776    ,  7,Qualification7                                   ,A
 9777,doctor9777                                       ,Speci8             ,   1007.00,9000009777    ,  8,Qualification8                                   ,D
 9778,doctor9778                                       ,Speci9             ,   1008.00,9000009778    ,  9,Qualification9                                   ,A
 9779,doctor9779                                       ,Speci10            ,   1009.00,9000009779    , 10,Qualification10                                  ,D
 9780,doctor9780                                       ,Speci1             ,   1000.00,9000009780    ,  1,Qualification1                                   ,A
 9781,doctor9781                                       ,Speci2             ,   1001.00,9000009781    ,  2,Qualification2                                   ,D
 9782,doctor9782                                       ,Speci3             ,   1002.00,9000009782    ,  3,Qualification3                                   ,A
 9783,doctor9783                                       ,Speci4             ,   1003.00,9000009783    ,  4,Qualification4                                   ,D
 9784,doctor9784                                       ,Speci5             ,   1004.00,9000009784    ,  5,Qualification5                                   ,A
 9785,doctor9785                                       ,Speci6             ,   1005.00,9000009785    ,  6,Qualification6                                   ,D
 9786,doctor9786                                       ,Speci7             ,   1006.00,9000009786    ,  7,Qualification7                                   ,A
 9787,doctor9787                                       ,Speci8             ,   1007.00,9000009787    ,  8,Qualification8                                   ,D
 9788,doctor9788                                       ,Speci9             ,   1008.00,9000009788    ,  9,Qualification9                                   ,A
 9789,doctor9789                                       ,Speci10            ,   1009.00,9000009789    , 10,Qualification10                                  ,D
 9790,doctor9790                                       ,Speci1             ,   1000.00,9000009790    ,  1,Qualification1                                   ,A
 9791,doctor9791                                       ,Speci2             ,   1001.00,9000009791    ,  2,Qualification2                                   ,D
 9792,doctor9792                                       ,Speci3             ,   1002.00,9000009792    ,  3,Qualification3                                   ,A
 9793,doctor9793                                       ,Speci4             ,   1003.00,9000009793    ,  4,Qualification4                                   ,D
 9794,doctor9794                                       ,Speci5             ,   1004.00,9000009794    ,  5,Qualification5                                   ,A
 9795,doctor9795                                       ,Speci6             ,   1005.00,9000009795    ,  6,Qualification6                                   ,D
 9796,doctor9796                                       ,Speci7             ,   1006.00,9000009796    ,  7,Qualification7                                   ,A
 9797,doctor9797                                       ,Speci8             ,   1007.00,9000009797    ,  8,Qualification8                                   ,D
 9798,doctor9798                                       ,Speci9             ,   1008.00,9000009798    ,  9,Qualification9                                   ,A
 9799,doctor9799                                       ,Speci10            ,   1009.00,9000009799    , 10,Qualification10                                  ,D
 9800,doctor9800                                       ,Speci1             ,   1000.00,9000009800    ,  1,Qualification1                                   ,A
 9801,doctor9801                                       ,Speci2             ,   1001.00,9000009801    ,  2,Qualification2                                   ,D
 9802,doctor9802                                       ,Speci3             ,   1002.00,9000009802    ,  3,Qualification3                                   ,A
 9803,doctor9803                                       ,Speci4             ,   1003.00,9000009803    ,  4,Qualification4                                   ,D
 9804,doctor9804                                       ,Speci5             ,   1004.00,9000009804    ,  5,Qualification5                                   ,A
 9805,doctor9805                                       ,Speci6             ,   1005.00,9000009805    ,  6,Qualification6                                   ,D
 9806,doctor9806                                       ,Speci7             ,   1006.00,9000009806    ,  7,Qualification7                                   ,A
 9807,doctor9807                                       ,Speci8             ,   1007.00,9000009807    ,  8,Qualification8                                   ,D
 9808,doctor9808                                       ,Speci9             ,   1008.00,9000009808    ,  9,Qualification9                                   ,A
 9809,doctor9809                                       ,Speci10            ,   1009.00,9000009809    , 10,Qualification10                                  ,D
 9810,doctor9810                                       ,Speci1             ,   1000.00,9000009810    ,  1,Qualification1                                   ,A
 9811,doctor9811                                       ,Speci2             ,   1001.00,9000009811    ,  2,Qualification2                                   ,D
 9812,doctor9812                                       ,Speci3             ,   1002.00,9000009812    ,  3,Qualification3                                   ,A
 9813,doctor9813                                       ,Speci4             ,   1003.00,9000009813    ,  4,Qualification4                                   ,D
 9814,doctor9814                                       ,Speci5             ,   1004.00,9000009814    ,  5,Qualification5                                   ,A
 9815,doctor9815                                       ,Speci6             ,   1005.00,9000009815    ,  6,Qualification6                                   ,D
 9816,doctor9816                                       ,Speci7             ,   1006.00,9000009816    ,  7,Qualification7                                   ,A
 9817,doctor9817                                       ,Speci8             ,   1007.00,9000009817    ,  8,Qualification8                                   ,D
 9818,doctor9818                                       ,Speci9             ,   1008.00,9000009818    ,  9,Qualification9                                   ,A
 9819,doctor9819                                       ,Speci10            ,   1009.00,9000009819    , 10,Qualification10                                  ,D
 9820,doctor9820                                       ,Speci1             ,   1000.00,9000009820    ,  1,Qualification1                                   ,A
 9821,doctor9821                                       ,Speci2             ,   1001.00,9000009821    ,  2,Qualification2                                   ,D
 9822,doctor9822                                       ,Speci3             ,   1002.00,9000009822    ,  3,Qualification3                                   ,A
 9823,doctor9823                                       ,Speci4             ,   1003.00,9000009823    ,  4,Qualification4                                   ,D
 9824,doctor9824                                       ,Speci5             ,   1004.00,9000009824    ,  5,Qualification5                                   ,A
 9825,doctor9825                                       ,Speci6             ,   1005.00,9000009825    ,  6,Qualification6                                   ,D
 9826,doctor9826                                       ,Speci7             ,   1006.00,9000009826    ,  7,Qualification7                                   ,A
 9827,doctor9827                                       ,Speci8             ,   1007.00,9000009827    ,  8,Qualification8                                   ,D
 9828,doctor9828                                       ,Speci9             ,   1008.00,9000009828    ,  9,Qualification9                                   ,A
 9829,doctor9829                                       ,Speci10            ,   1009.00,9000009829    , 10,Qualification10                                  ,D
 9830,doctor9830                                       ,Speci1             ,   1000.00,9000009830    ,  1,Qualification1                                   ,A
 9831,doctor9831                                       ,Speci2             ,   1001.00,9000009831    ,  2,Qualification2                                   ,D
 9832,doctor9832                                       ,Speci3             ,   1002.00,9000009832    ,  3,Qualification3                                   ,A
 9833,doctor9833                                       ,Speci4             ,   1003.00,9000009833    ,  4,Qualification4                                   ,D
 9834,doctor9834                                       ,Speci5             ,   1004.00,9000009834    ,  5,Qualification5                                   ,A
 9835,doctor9835                                       ,Speci6             ,   1005.00,9000009835    ,  6,Qualification6                                   ,D
 9836,doctor9836                                       ,Speci7             ,   1006.00,9000009836    ,  7,Qualification7                                   ,A
 9837,doctor9837                                       ,Speci8             ,   1007.00,9000009837    ,  8,Qualification8                                   ,D
 9838,doctor9838                                       ,Speci9             ,   1008.00,9000009838    ,  9,Qualification9                                   ,A
 9839,doctor9839                                       ,Speci10            ,   1009.00,9000009839    , 10,Qualification10                                  ,D
 9840,doctor9840                                       ,Speci1             ,   1000.00,9000009840    ,  1,Qualification1                                   ,A
 9841,doctor9841                                       ,Speci2             ,   1001.00,9000009841    ,  2,Qualification2                                   ,D
 9842,doctor9842                                       ,Speci3             ,   1002.00,9000009842    ,  3,Qualification3                                   ,A
 9843,doctor9843                                       ,Speci4             ,   1003.00,9000009843    ,  4,Qualification4                                   ,D
 9844,doctor9844                                       ,Speci5             ,   1004.00,9000009844    ,  5,Qualification5                                   ,A
 9845,doctor9845                                       ,Speci6             ,   1005.00,9000009845    ,  6,Qualification6                                   ,D
 9846,doctor9846                                       ,Speci7             ,   1006.00,9000009846    ,  7,Qualification7                                   ,A
 9847,doctor9847                                       ,Speci8             ,   1007.00,9000009847    ,  8,Qualification8                                   ,D
 9848,doctor9848                                       ,Speci9             ,   1008.00,9000009848    ,  9,Qualification9                                   ,A
 9849,doctor9849                                       ,Speci10            ,   1009.00,9000009849    , 10,Qualification10                                  ,D
 9850,doctor9850                                       ,Speci1             ,   1000.00,9000009850    ,  1,Qualification1                                   ,A
 9851,doctor9851                                       ,Speci2             ,   1001.00,9000009851    ,  2,Qualification2                                   ,D
 9852,doctor9852                                       ,Speci3             ,   1002.00,9000009852    ,  3,Qualification3                                   ,A
 9853,doctor9853                                       ,Speci4             ,   1003.00,9000009853    ,  4,Qualification4                                   ,D
 9854,doctor9854                                       ,Speci5             ,   1004.00,9000009854    ,  5,Qualification5                                   ,A
 9855,doctor9855                                       ,Speci6             ,   1005.00,9000009855    ,  6,Qualification6                                   ,D
 9856,doctor9856                                       ,Speci7             ,   1006.00,9000009856    ,  7,Qualification7                                   ,A
 9857,doctor9857                                       ,Speci8             ,   1007.00,9000009857    ,  8,Qualification8                                   ,D
 9858,doctor9858                                       ,Speci9             ,   1008.00,9000009858    ,  9,Qualification9                                   ,A
 9859,doctor9859                                       ,Speci10            ,   1009.00,9000009859    , 10,Qualification10                                  ,D
 9860,doctor9860                                       ,Speci1             ,   1000.00,9000009860    ,  1,Qualification1                                   ,A
 9861,doctor9861                                       ,Speci2             ,   1001.00,9000009861    ,  2,Qualification2                                   ,D
 9862,doctor9862                                       ,Speci3             ,   1002.00,9000009862    ,  3,Qualification3                                   ,A
 9863,doctor9863                                       ,Speci4             ,   1003.00,9000009863    ,  4,Qualification4                                   ,D
 9864,doctor9864                                       ,Speci5             ,   1004.00,9000009864    ,  5,Qualification5                                   ,A
 9865,doctor9865                                       ,Speci6             ,   1005.00,9000009865    ,  6,Qualification6                                   ,D
 9866,doctor9866                                       ,Speci7             ,   1006.00,9000009866    ,  7,Qualification7                                   ,A
 9867,doctor9867                                       ,Speci8             ,   1007.00,9000009867    ,  8,Qualification8                                   ,D
 9868,doctor9868                                       ,Speci9             ,   1008.00,9000009868    ,  9,Qualification9                                   ,A
 9869,doctor9869                                       ,Speci10            ,   1009.00,9000009869    , 10,Qualification10                                  ,D
 9870,doctor9870                                       ,Speci1             ,   1000.00,9000009870    ,  1,Qualification1                                   ,A
 9871,doctor9871                                       ,Speci2             ,   1001.00,9000009871    ,  2,Qualification2                                   ,D
